occ_code_isco08	occ_title_isco08	year	daioe_allapps	daioe_stratgames	daioe_videogames	daioe_imgrec	daioe_imgcompr	daioe_imggen	daioe_readcompr	daioe_lngmod	daioe_translat	daioe_speechrec	daioe_genai	pctl_rank_allapps	pctl_rank_stratgames	pctl_rank_videogames	pctl_rank_imgrec	pctl_rank_imgcompr	pctl_rank_imggen	pctl_rank_readcompr	pctl_rank_lngmod	pctl_rank_translat	pctl_rank_speechrec	pctl_rank_genai
1346	Financial and insurance services branch managers	2016	14.101928	.28386149	2.663559	.19013676	.05112379	.35377356	.15478887	.042295456	.010156255	.27588814	.57960773	57.669998	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	68.989998
1346	Financial and insurance services branch managers	2017	14.681494	.28574952	2.6807852	.21173152	.070535026	.35382375	.15901893	.045273654	.014666205	.28726199	.58340883	58.84	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	68.989998
1346	Financial and insurance services branch managers	2018	17.219868	.28590775	3.071229	.22427511	.070571288	.41837323	.16714981	.10748347	.020305995	.31600559	.83685231	59.549999	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	69.220001
1346	Financial and insurance services branch managers	2019	22.50161	.28599077	3.8624799	.29468259	.076155297	.46663851	.22510929	.15405926	.039280068	.37665415	1.0264794	60.02	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	69.220001
1346	Financial and insurance services branch managers	2020	25.24251	.28603086	3.8867545	.3601464	.090467259	.56070375	.22817822	.37887186	.043410547	.42406505	1.6360749	60.5	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	69.459999
1346	Financial and insurance services branch managers	2021	27.728081	.28612253	3.890456	.42582473	.16013224	.72149736	.24101089	.45478153	.045243558	.4476352	2.0936446	61.669998	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	69.459999
1346	Financial and insurance services branch managers	2022	30.42668	.28612262	3.9018266	.43999252	.18261223	.75438797	.28580323	.89131343	.046131399	.48135367	2.8026142	63.09	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	71.110001
1346	Financial and insurance services branch managers	2023	34.320328	.28612271	3.9048111	.44281071	.24890055	.75771552	.46771571	1.155599	.046647947	.82595825	3.1295121	63.560001	69.459999	12.15	60.73	67.330002	67.099998	74.410004	72.760002	73.940002	70.639999	71.339996
1349	Professional services managers not elsewhere classified	2010	.28590104	.090171106		.028299049						.0043900516		74.650002	74.410004		73						74.169998	
1349	Professional services managers not elsewhere classified	2011	.47812346	.1794416		.033694044						.0087801032		74.169998	74.410004		73						73.470001	
1349	Professional services managers not elsewhere classified	2012	.7213732	.19396624		.086628772				.00059918687		.022761384	.00059918687	74.169998	74.410004		73.230003				76.769997		73.470001	76.769997
1349	Professional services managers not elsewhere classified	2013	3.130445	.20849088	1.1901368	.12284649				.0016746357		.036742665	.0016746357	38.560001	73.699997	19.93	72.760002				77		74.169998	76.300003
1349	Professional services managers not elsewhere classified	2014	5.1770544	.2230155	1.8984709	.16062459			.0037306999	.014513901		.046875883	.014513901	39.98	74.410004	19.93	73.470001			78.660004	76.769997		73.470001	77
1349	Professional services managers not elsewhere classified	2015	9.2263832	.238842	2.6068048	.20315517		.029003123	.0062690377	.026281571	.0036297331	.25004232	.092181332	54.130001	73.699997	20.17	73.230003		76.529999	78.660004	76.300003	75.349998	74.169998	75.120003
1349	Professional services managers not elsewhere classified	2016	14.836203	.29652116	2.8079896	.20763394	.05419172	.37564367	.16416383	.043684866	.010284508	.28318623	.61134762	68.989998	74.169998	20.17	72.760002	75.120003	77	78.419998	76.529999	75.349998	73.699997	77.239998
1349	Professional services managers not elsewhere classified	2017	15.446314	.29849339	2.8261497	.23121595	.074767821	.37569696	.16865008	.046760898	.01485141	.29486093	.6152854	68.989998	74.169998	20.17	72.760002	75.349998	76.769997	78.889999	76.300003	75.349998	73.470001	76.529999
1349	Professional services managers not elsewhere classified	2018	18.108759	.29865867	3.2377651	.24491385	.074806258	.44423687	.17727342	.11101431	.02056242	.3243649	.88061625	69.220001	74.410004	19.690001	73.230003	75.120003	76.769997	78.660004	77	75.589996	73.940002	76.529999
1349	Professional services managers not elsewhere classified	2019	23.662241	.29874539	4.0719213	.32180053	.080725357	.49548587	.23874329	.15912011	.039776094	.38661778	1.0791366	69.459999	73.699997	19.93	73.230003	75.349998	76.529999	79.129997	76.529999	75.349998	73.470001	76.300003
1349	Professional services managers not elsewhere classified	2020	26.539692	.29878727	4.0975122	.39328861	.095896184	.59536618	.24199809	.39131781	.043958731	.43528286	1.7153647	71.339996	73.699997	19.93	73.230003	75.830002	76.529999	79.129997	76.300003	75.830002	73.699997	76.059998
1349	Professional services managers not elsewhere classified	2021	29.162996	.29888302	4.1014147	.46501091	.16974175	.76609999	.25560799	.46972114	.04581489	.4594765	2.1955731	70.870003	74.410004	20.17	73.230003	75.589996	77	79.129997	76.529999	75.349998	73.470001	76.059998
1349	Professional services managers not elsewhere classified	2022	31.985737	.29888311	4.1134019	.48048249	.19357075	.8010239	.30311322	.92059308	.046713945	.49408692	2.9319842	71.82	73.940002	19.690001	73.470001	75.349998	76.529999	78.889999	76.529999	75.589996	73.940002	75.830002
1349	Professional services managers not elsewhere classified	2023	36.046555	.2988832	4.1165481	.48356003	.26383701	.80455714	.49604347	1.1935605	.047237013	.84780741	3.270509	73.699997	74.410004	20.17	73	75.349998	76.300003	79.129997	76.529999	75.830002	73.699997	76.769997
1411	Hotel managers	2010	.19664013	.062289245		.019321522						.0030097531		9.3199997	6.0100002		7.1900001						43.040001	
1411	Hotel managers	2011	.32905003	.12395637		.023005022						.0060195061		9.79	6.0100002		7.1900001						43.040001	
1411	Hotel managers	2012	.49517229	.13398983		.059146848				.00037631852		.015604861	.00037631852	11.91	6.0100002		7.1900001				45.639999		43.040001	45.639999
1411	Hotel managers	2013	2.3557057	.1440233	.96570086	.083874941				.0010517528		.025190217	.0010517528	.58999997	6.0100002	.82999998	7.1900001				45.639999		43.040001	45.639999
1411	Hotel managers	2014	3.8917725	.15405676	1.5404575	.1096684			.0022407207	.009115438		.032137398	.009115438	.58999997	6.0100002	.82999998	7.1900001			43.990002	45.639999		43.040001	45.639999
1411	Hotel managers	2015	6.8614845	.16498953	2.1152141	.13870667		.020555068	.0037652887	.016506109	.0023614005	.17142524	.061711993	1.0599999	6.0100002	.82999998	7.1900001		41.16	43.990002	45.639999	45.869999	43.040001	43.509998
1411	Hotel managers	2016	10.757908	.20483369	2.2784593	.14176461	.036214344	.26622587	.098599561	.027436227	.0066908053	.19414821	.42195097	1.77	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.990002
1411	Hotel managers	2017	11.17837	.20619607	2.2931948	.15786551	.049964599	.26626363	.10129408	.029368125	.0096618999	.20215221	.42446074	1.77	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.990002
1411	Hotel managers	2018	13.101614	.20631027	2.627188	.16721793	.049990289	.31483918	.1064734	.069722399	.013377318	.22237968	.60193956	2	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.75
1411	Hotel managers	2019	17.091217	.20637017	3.3040392	.21971324	.053945806	.35116035	.14339323	.099935189	.025877183	.26505932	.73472649	2.24	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.509998
1411	Hotel managers	2020	19.045813	.20639908	3.3248041	.26852259	.064083911	.42194742	.14534812	.2457667	.028598288	.29842335	1.1545492	2.48	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.75
1411	Hotel managers	2021	20.81883	.20646524	3.3279703	.31749186	.11343221	.54294974	.15352245	.2950078	.02980585	.31501016	1.4791725	4.8299999	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.75
1411	Hotel managers	2022	22.68055	.2064653	3.337697	.32805526	.12935627	.56770098	.18205489	.57817745	.030390749	.33873853	1.9545306	6.96	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.75
1411	Hotel managers	2023	25.333231	.20646538	3.34025	.33015651	.17631263	.57020509	.29793203	.74961424	.030731045	.58124393	2.16991	10.5	6.0100002	.82999998	7.1900001	21.34	41.16	43.990002	45.639999	45.869999	43.040001	43.75
1412	Restaurant managers	2010	.19983339	.067490213		.017483439						.003026492		10.5	16.389999		1.77						43.509998	
1412	Restaurant managers	2011	.33764854	.13430634		.020816522						.0060529839		12.85	16.389999		1.77						43.509998	
1412	Restaurant managers	2012	.4996531	.14517757		.053520124				.00036920301		.015691649	.00036920301	12.85	16.389999		1.77				44.459999		43.509998	44.459999
1412	Restaurant managers	2013	2.6252415	.1560488	1.1667688	.075895801				.0010318659		.025330314	.0010318659	3.8900001	16.389999	16.629999	1.77				44.459999		43.509998	44.459999
1412	Restaurant managers	2014	4.3404422	.16692002	1.8611951	.09923549			.002187405	.00894308		.032316133	.00894308	3.8900001	16.389999	16.629999	1.77			43.040001	44.459999		43.509998	44.459999
1412	Restaurant managers	2015	7.5213656	.17876565	2.5556211	.1255113		.01761478	.0036756976	.016194005	.0023576533	.17237861	.056411743	3.8900001	16.389999	16.629999	1.77		17.33	43.040001	44.459999	45.639999	43.509998	37.150002
1412	Restaurant managers	2016	11.413184	.22193667	2.7528555	.12827833	.034121111	.22814372	.096253484	.026917454	.0066801887	.19522795	.37269247	4.5999999	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	26.77
1412	Restaurant managers	2017	11.83707	.22341281	2.7706592	.14284754	.047076587	.22817607	.09888389	.028812822	.0096465694	.20327647	.37511545	4.8299999	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	26.77
1412	Restaurant managers	2018	13.856059	.22353654	3.1741927	.15131024	.04710079	.26980317	.10393998	.068404071	.013356093	.22361642	.53752655	6.0100002	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	28.889999
1412	Restaurant managers	2019	18.053144	.22360145	3.9919705	.19881161	.050827675	.30092877	.13998134	.09804558	.025836121	.26653343	.65904272	6.25	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	31.719999
1412	Restaurant managers	2020	19.944878	.22363278	4.0170588	.24297765	.060379788	.36159015	.14188971	.24111965	.028552908	.30008301	1.0491011	8.3699999	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	35.259998
1412	Restaurant managers	2021	21.61274	.22370446	4.0208845	.2872884	.1068757	.46528375	.14986955	.28942969	.029758556	.31676206	1.3426596	10.26	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	35.02
1412	Restaurant managers	2022	23.42762	.22370453	4.0326362	.2968469	.12187932	.48649451	.17772308	.56724495	.030342525	.34062243	1.7952131	11.91	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	38.330002
1412	Restaurant managers	2023	26.035086	.22370461	4.0357208	.29874822	.16612156	.48864037	.29084304	.73544019	.030682281	.58447653	2.0035503	14.5	16.389999	16.629999	1.77	12.62	17.33	43.040001	44.459999	45.639999	43.509998	38.560001
1420	Retail and wholesale trade managers	2010	.22820653	.071953021		.021907821						.0037768576		39.27	31.01		29.360001						61.439999	
1420	Retail and wholesale trade managers	2011	.38263994	.1431874		.02608438						.0075537153		40.209999	31.01		29.129999						61.669998	
1420	Retail and wholesale trade managers	2012	.57768661	.1547775		.06706401				.00047852739		.019582119	.00047852739	44.220001	31.01		29.129999				60.02		61.669998	60.02
1420	Retail and wholesale trade managers	2013	2.6768537	.16636759	1.0707415	.095102109				.0013374111		.031610519	.0013374111	5.7800002	30.780001	7.4299998	29.360001				60.259998		61.669998	60.02
1420	Retail and wholesale trade managers	2014	4.4333558	.17795768	1.7080151	.12434818			.0028873845	.011591209		.04032835	.011591209	6.0100002	31.01	7.1900001	29.129999			60.02	60.02		61.439999	60.02
1420	Retail and wholesale trade managers	2015	7.9036651	.1905866	2.3452888	.1572734		.024082417	.0048519373	.020989202	.0031609403	.21511689	.075159907	8.3699999	30.780001	7.4299998	29.129999		53.419998	60.02	60.02	64.5	61.439999	56.720001
1420	Retail and wholesale trade managers	2016	12.555017	.23661233	2.5262902	.16074066	.043631922	.31191146	.127055	.034887962	.0089562275	.2436313	.50338614	23	31.01	7.4299998	29.360001	50.349998	53.18	60.259998	60.02	64.269997	61.439999	54.599998
1420	Retail and wholesale trade managers	2017	13.058751	.23818608	2.5426285	.17899676	.060198564	.31195569	.13052715	.037344567	.012933297	.25367531	.50654626	23.700001	30.780001	7.4299998	29.129999	50.349998	53.18	60.02	60.02	64.269997	61.669998	54.599998
1420	Retail and wholesale trade managers	2018	15.324353	.23831798	2.9129505	.18960105	.060229514	.36886704	.1372012	.088659145	.017906709	.27905822	.7228533	28.42	31.01	7.4299998	29.360001	50.119999	53.419998	60.02	60.259998	64.5	61.669998	54.830002
1420	Retail and wholesale trade managers	2019	20.02809	.23838718	3.6634238	.24912317	.064995222	.41142106	.18477596	.12707779	.034638867	.33261573	.88469303	29.6	30.780001	7.1900001	29.360001	50.119999	53.419998	60.259998	60.259998	64.5	61.439999	55.07
1420	Retail and wholesale trade managers	2020	22.390627	.23842059	3.6864471	.30446595	.07720986	.49435553	.18729502	.3125174	.038281303	.37448338	1.401094	36.669998	30.780001	7.1900001	29.129999	50.119999	53.419998	60.259998	60.02	64.5	61.669998	55.540001
1420	Retail and wholesale trade managers	2021	24.526091	.238497	3.6899579	.35999006	.13666588	.63612241	.19782843	.37513247	.039897732	.39529771	1.793909	38.799999	30.780001	7.4299998	29.129999	50.349998	53.18	60.02	60.259998	64.5	61.669998	56.009998
1420	Retail and wholesale trade managers	2022	26.820456	.23849708	3.7007427	.37196746	.15585157	.66512108	.23459522	.73521155	.040680669	.4250738	2.387357	43.279999	30.780001	7.4299998	29.129999	50.119999	53.18	60.259998	60.02	64.5	61.439999	56.959999
1420	Retail and wholesale trade managers	2023	30.135094	.23849715	3.7035732	.37434992	.21242575	.66805482	.38391408	.95321089	.041136183	.72938722	2.6588695	47.049999	31.01	7.4299998	29.129999	50.119999	53.18	60.02	60.02	64.269997	61.439999	56.959999
1431	Sports, recreation and cultural centre managers	2010	.26270136	.081913382		.026579849						.0040143193		63.330002	60.259998		64.980003						64.739998	
1431	Sports, recreation and cultural centre managers	2011	.43849358	.16300865		.031647094						.0080286385		62.849998	60.259998		64.980003						64.739998	
1431	Sports, recreation and cultural centre managers	2012	.6628136	.17620313		.081365973				.00051973795		.020813301	.00051973795	62.380001	60.259998		64.980003				64.5		64.739998	64.5
1431	Sports, recreation and cultural centre managers	2013	2.9005263	.18939763	1.1095977	.11538342				.001452588		.033597961	.001452588	18.040001	60.259998	10.02	64.980003				64.5		64.739998	64.5
1431	Sports, recreation and cultural centre managers	2014	4.7878475	.20259212	1.7699972	.15086646			.003221031	.012589436		.042863905	.012589436	17.809999	60.259998	10.02	64.980003			66.629997	64.5		64.739998	64.5
1431	Sports, recreation and cultural centre managers	2015	8.4946585	.21696924	2.4303968	.19081326		.025180772	.0054125944	.022796776	.0031754887	.2286419	.080015808	26.299999	60.259998	10.02	64.980003		57.43	66.629997	64.5	65.209999	64.739998	61.669998
1431	Sports, recreation and cultural centre managers	2016	13.507885	.26936623	2.6179667	.19501995	.049410276	.32613719	.14173663	.037892487	.0089974487	.2589491	.53076458	44.93	60.259998	10.02	64.980003	62.619999	57.43	66.629997	64.5	65.209999	64.739998	59.32
1431	Sports, recreation and cultural centre managers	2017	14.063106	.27115786	2.6348979	.21716931	.068170905	.32618344	.14560999	.040560655	.012992824	.26962462	.534181	46.110001	60.259998	10.02	64.980003	62.619999	57.43	66.629997	64.5	65.209999	64.739998	59.32
